sci_name,category,class,order_name,family,genus,population_trend,marine,freshwater,terrestrial,total_occurrences
Lerista alia,EN,REPTILIA,SQUAMATA,SCINCIDAE,Lerista,,0,0,1,13
Plethodontohyla guentheri,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Plethodontohyla,,0,0,1,13
Leptobrachella pluvialis,EN,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,,0,1,1,13
Eupsophus septentrionalis,EN,AMPHIBIA,ANURA,ALSODIDAE,Eupsophus,,0,1,1,13
Anodonthyla pollicaris,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,,0,0,1,13
Craugastor gutschei,EN,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,,0,0,1,13
Elachistocleis erythrogaster,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,,0,1,1,13
Telmatobufo venustus,EN,AMPHIBIA,ANURA,CALYPTOCEPHALELLIDAE,Telmatobufo,,0,1,1,13
Nyctibatrachus anamallaiensis,EN,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,,0,1,1,13
Excidobates condor,EN,AMPHIBIA,ANURA,DENDROBATIDAE,Excidobates,,0,0,1,13
Telmatobufo bullocki,EN,AMPHIBIA,ANURA,CALYPTOCEPHALELLIDAE,Telmatobufo,,0,1,1,13
Telmatobius punctatus,EN,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,0,1,1,13
Nymphargus anomalus,EN,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,,0,1,1,13
Andinobates victimatus,EN,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,,0,0,1,13
Bolitoglossa cuna,EN,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,0,0,1,13
Scaphiophryne gottlebei,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Scaphiophryne,,0,1,1,13
Madecassophryne truebae,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Madecassophryne,,0,0,1,13
Gastrotheca turnerorum,EN,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,,0,1,1,13
Arthroleptis perreti,EN,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,,0,0,1,13
Uperodon palmatus,EN,AMPHIBIA,ANURA,MICROHYLIDAE,Uperodon,,0,1,1,13
Jurinea praetermissa,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jurinea,,0,0,1,13
Solanum wittmackii,EN,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Solanum,,0,0,1,13
Diplotaxis hirta,EN,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Diplotaxis,,0,0,1,13
Tabebuia conferta,EN,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,Tabebuia,,0,0,1,13
Geniostoma degeneri,EN,MAGNOLIOPSIDA,GENTIANALES,LOGANIACEAE,Geniostoma,,0,0,1,13
Psephellus zangezuri,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Psephellus,,0,0,1,13
Tragopogon armeniacus,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Tragopogon,,0,0,1,13
Oxyanthus biflorus,EN,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Oxyanthus,,0,0,1,13
Schiedea sarmentosa,EN,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Schiedea,,0,0,1,13
Pycnophyllopsis keraiopetala,EN,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Pycnophyllopsis,,0,0,1,13
Krapfia weberbaueri,EN,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Krapfia,,0,0,1,13
Caladenia leucochila,EN,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Caladenia,,0,0,1,13
Vaccinium rapae,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Vaccinium,,0,0,1,13
Sclerotheca oreades,EN,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Sclerotheca,,0,0,1,13
Melicope haleakalae,EN,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,0,0,1,13
Puya exigua,EN,LILIOPSIDA,POALES,BROMELIACEAE,Puya,,0,0,1,13
Cicer graecum,EN,MAGNOLIOPSIDA,FABALES,FABACEAE,Cicer,,0,0,1,13
Psephellus galushkoi,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Psephellus,,0,0,1,13
Psephellus ruprechtii,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Psephellus,,0,0,1,13
Iris westii,EN,LILIOPSIDA,ASPARAGALES,IRIDACEAE,Iris,,0,0,1,13
Solanum tarnii,EN,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Solanum,,0,0,1,13
Limonium braunii,EN,MAGNOLIOPSIDA,CARYOPHYLLALES,PLUMBAGINACEAE,Limonium,,0,0,1,13
Xanthosoma hebetatum,EN,LILIOPSIDA,ALISMATALES,ARACEAE,Xanthosoma,,0,0,1,13
Ceratostema megabracteatum,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Ceratostema,,0,0,1,13
Herbertus azoricus,EN,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,Herbertus,,0,0,1,13
Pipturus ruber,EN,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Pipturus,,0,0,1,13
Mesoheros gephyrus,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Mesoheros,,0,1,0,13
Scortum neili,EN,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Scortum,,0,1,0,13
Squalius tenellus,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Squalius,,0,1,0,13
Amblyceps arunchalensis,EN,ACTINOPTERYGII,SILURIFORMES,AMBLYCIPITIDAE,Amblyceps,,0,1,0,13
Epiplatys longiventralis,EN,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Epiplatys,,0,1,0,13
Coregonus candidus,EN,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,,0,1,0,13
Cobitis taurica,EN,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,,0,1,0,13
Nanochromis transvestitus,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Nanochromis,,0,1,0,13
Alburnus mandrensis,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,,0,1,0,13
Tropheus annectens,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Tropheus,,0,1,0,13
Crenicichla urosema,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Crenicichla,,0,1,0,13
Cobitis arachthosensis,EN,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,,0,1,0,13
Scardinius elmaliensis,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Scardinius,,0,1,0,13
Discherodontus halei,EN,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Discherodontus,,0,1,0,13
Capoeta mauricii,EN,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Capoeta,,0,1,0,13
Cobitis punctilineata,EN,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,,0,1,0,13
Hasemania crenuchoides,EN,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Hasemania,,0,1,0,13
Rhinogobius biwaensis,EN,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Rhinogobius,,0,1,0,13
Chaetostoma stroumpoulos,EN,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Chaetostoma,,0,1,0,13
Lacustricola matthesi,EN,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Lacustricola,,0,1,0,13
Pteropus aldabrensis,EN,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,,0,0,1,14
Cephalophus spadix,EN,MAMMALIA,ARTIODACTYLA,BOVIDAE,Cephalophus,,0,0,1,14
Trachypithecus laotum,EN,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,,0,0,1,14
Rhinolophus ruwenzorii,EN,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,,0,0,1,14
Avahi mooreorum,EN,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,,0,0,1,14
Ogmodon vitianus,EN,REPTILIA,SQUAMATA,ELAPIDAE,Ogmodon,,0,0,1,14
Diploderma luei,EN,REPTILIA,SQUAMATA,AGAMIDAE,Diploderma,,0,0,1,14
Tantilla flavilineata,EN,REPTILIA,SQUAMATA,COLUBRIDAE,Tantilla,,0,0,1,14
Emoia aneityumensis,EN,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,,0,0,1,14
Emoia campbelli,EN,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,,0,0,1,14
Tetracheilostoma breuili,EN,REPTILIA,SQUAMATA,LEPTOTYPHLOPIDAE,Tetracheilostoma,,0,0,1,14
Thrasops schmidti,EN,REPTILIA,SQUAMATA,COLUBRIDAE,Thrasops,,0,0,1,14
Varanus macraei,EN,REPTILIA,SQUAMATA,VARANIDAE,Varanus,,0,0,1,14
Acanthosaura titiwangsaensis,EN,REPTILIA,SQUAMATA,AGAMIDAE,Acanthosaura,,0,0,1,14
Brookesia perarmata,EN,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Brookesia,,0,0,1,14
Abronia matudai,EN,REPTILIA,SQUAMATA,ANGUIDAE,Abronia,,0,0,1,14
Cyclemys pulchristriata,EN,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cyclemys,,0,1,1,14
Spondylurus powelli,EN,REPTILIA,SQUAMATA,SCINCIDAE,Spondylurus,,0,0,1,14
Liolaemus stolzmanni,EN,REPTILIA,SQUAMATA,LIOLAEMIDAE,Liolaemus,,0,0,1,14
Calliophis castoe,EN,REPTILIA,SQUAMATA,ELAPIDAE,Calliophis,,0,0,1,14
Micrixalus herrei,EN,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,,0,1,1,14
Centrolene ballux,EN,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,,0,1,1,14
Craugastor rayo,EN,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,,0,1,1,14
Eleutherodactylus andrewsi,EN,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,0,1,14
Ansonia phuketensis,EN,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,,0,1,1,14
Rhinella tenrec,EN,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,,0,0,1,14
Niceforonia adenobrachia,EN,AMPHIBIA,ANURA,STRABOMANTIDAE,Niceforonia,,0,0,1,14
Alphitonia marquesensis,EN,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Alphitonia,,0,0,1,14
Melicope puberula,EN,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,,0,0,1,14
Dypsis mcdonaldiana,EN,LILIOPSIDA,ARECALES,ARECACEAE,Dypsis,,0,0,1,14
Dypsis mirabilis,EN,LILIOPSIDA,ARECALES,ARECACEAE,Dypsis,,0,0,1,14
Dypsis angusta,EN,LILIOPSIDA,ARECALES,ARECACEAE,Dypsis,,0,0,1,14
Arvernella microclada,EN,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Arvernella,,0,0,1,14
Lobelia loochooensis,EN,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Lobelia,,0,0,1,14
Puya ochroleuca,EN,LILIOPSIDA,POALES,BROMELIACEAE,Puya,,0,0,1,14
Ceratostema silvicola,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Ceratostema,,0,0,1,14
Espeletia idroboi,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Espeletia,,0,0,1,14
Panicum mohavense,EN,LILIOPSIDA,POALES,POACEAE,Panicum,,0,0,1,14
Psychotria marauensis,EN,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,,0,0,1,14
Echinodium spinosum,EN,BRYOPSIDA,HYPNALES,ECHINODIACEAE,Echinodium,,0,0,1,14
Solanum hypacrarthrum,EN,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Solanum,,0,0,1,14
Cyrtandra mucronata,EN,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,Cyrtandra,,0,0,1,14
Vigna keraudrenii,EN,MAGNOLIOPSIDA,FABALES,FABACEAE,Vigna,,0,0,1,14
Lagarosiphon hydrilloides,EN,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Lagarosiphon,,0,1,0,14
Dypsis acuminum,EN,LILIOPSIDA,ARECALES,ARECACEAE,Dypsis,,0,0,1,14
Helianthemum dagestanicum,EN,MAGNOLIOPSIDA,MALVALES,CISTACEAE,Helianthemum,,0,0,1,14
Jurinea sosnowskyi,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jurinea,,0,0,1,14
Psephellus boissieri,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Psephellus,,0,0,1,14
Tylostigma hildebrandtii,EN,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Tylostigma,,0,1,1,14
Rorippa millefolia,EN,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Rorippa,,0,1,1,14
Klackenbergia stricta,EN,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,Klackenbergia,,0,1,1,14
Capsicum eshbaughii,EN,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Capsicum,,0,0,1,14
Wercklea hottensis,EN,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Wercklea,,0,0,1,14
Ceratostema nubigena,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Ceratostema,,0,0,1,14
Trillium delicatum,EN,LILIOPSIDA,LILIALES,MELANTHIACEAE,Trillium,,0,0,1,14
Legousia snogerupii,EN,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Legousia,,0,0,1,14
Thliphthisa baenitzii,EN,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Thliphthisa,,0,0,1,14
Psychotria temehaniensis,EN,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,,0,0,1,14
Noturus stanauli,EN,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,,0,1,0,14
Nothobranchius symoensi,EN,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Nothobranchius,,0,1,0,14
Tetraodon pustulatus,EN,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Tetraodon,,0,1,0,14
Aulonocara guentheri,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Aulonocara,,0,1,0,14
Sicyopterus eudentatus,EN,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Sicyopterus,,1,1,0,14
Enteromius thysi,EN,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Enteromius,,0,1,0,14
Xenurolebias myersi,EN,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Xenurolebias,,0,1,0,14
Coreius guichenoti,EN,ACTINOPTERYGII,CYPRINIFORMES,GOBIONIDAE,Coreius,,0,1,0,14
Lophiobrycon weitzmani,EN,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Lophiobrycon,,0,1,0,14
Marcusenius caudisquamatus,EN,ACTINOPTERYGII,OSTEOGLOSSIFORMES,MORMYRIDAE,Marcusenius,,0,1,0,14
Enteromius liberiensis,EN,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Enteromius,,0,1,0,14
Tampichthys mandibularis,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Tampichthys,,0,1,0,14
Galaxias neocaledonicus,EN,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,,0,1,0,14
Bryconamericus ytu,EN,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Bryconamericus,,0,1,0,14
Gymnotus ardilai,EN,ACTINOPTERYGII,GYMNOTIFORMES,GYMNOTIDAE,Gymnotus,,0,1,0,14
Ochotona hoffmanni,EN,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,,0,0,1,15
Lepilemur scottorum,EN,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,,0,0,1,15
Myosorex gnoskei,EN,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Myosorex,,0,0,1,15
Mirza coquereli,EN,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Mirza,,0,0,1,15
Cebus brunneus,EN,MAMMALIA,PRIMATES,CEBIDAE,Cebus,,0,0,1,15
Cnemaspis wynadensis,EN,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,0,0,1,15
Oligodon calamarius,EN,REPTILIA,SQUAMATA,COLUBRIDAE,Oligodon,,0,0,1,15
Ctenotus stuarti,EN,REPTILIA,SQUAMATA,SCINCIDAE,Ctenotus,,0,0,1,15
Iberolacerta martinezricai,EN,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,,0,0,1,15
Nangura spinosa,EN,REPTILIA,SQUAMATA,SCINCIDAE,Nangura,,0,0,1,15
Raorchestes sushili,EN,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,,0,0,1,15
Boulengerula changamwensis,EN,AMPHIBIA,GYMNOPHIONA,HERPELIDAE,Boulengerula,,0,0,1,15
Hyloscirtus criptico,EN,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,,0,1,1,15
Heleophryne hewitti,EN,AMPHIBIA,ANURA,HELEOPHRYNIDAE,Heleophryne,,0,1,1,15
Pristimantis shrevei,EN,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,0,0,1,15
Eleutherodactylus barlagnei,EN,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,1,1,15
Craugastor daryi,EN,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,,0,0,1,15
Oedipina grandis,EN,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,,0,0,1,15
Pristimantis dissimulatus,EN,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,0,0,1,15
Oreobates lehri,EN,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,,0,0,1,15
Nothophryne broadleyi,EN,AMPHIBIA,ANURA,PYXICEPHALIDAE,Nothophryne,,0,1,1,15
Magnolia aromatica,EN,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,,0,0,1,15
Magnolia dixonii,EN,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,,0,0,1,15
Crambe microcarpa,EN,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Crambe,,0,0,1,15
Carpha angustissima,EN,LILIOPSIDA,POALES,CYPERACEAE,Carpha,,0,1,1,15
Macleania maldonadensis,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Macleania,,0,0,1,15
Caladenia hopperiana,EN,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Caladenia,,0,0,1,15
Phyllanthus urceolatus,EN,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Phyllanthus,,0,0,1,15
Tolpis glabrescens,EN,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Tolpis,,0,0,1,15
Encyclia caicensis,EN,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Encyclia,,0,0,1,15
Solanum sitiens,EN,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Solanum,,0,0,1,15
Vaccinium distichum,EN,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Vaccinium,,0,0,1,15
Pteris marquesensis,EN,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Pteris,,0,0,1,15
Elaphoglossum tovii,EN,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Elaphoglossum,,0,0,1,15
Cyrtandra laxiflora,EN,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,Cyrtandra,,0,0,1,15
Sinapidendron sempervivifolium,EN,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Sinapidendron,,0,0,1,15
Aloe yavellana,EN,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,,0,0,1,15
Sorbus sudetica,EN,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,,0,0,1,15
Nymphoides bosseri,EN,MAGNOLIOPSIDA,ASTERALES,MENYANTHACEAE,Nymphoides,,0,1,0,15
Thelymitra jonesii,EN,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Thelymitra,,0,0,1,15
Akawaio penak,EN,ACTINOPTERYGII,GYMNOTIFORMES,HYPOPOMIDAE,Akawaio,,0,1,0,15
Clinus spatulatus,EN,ACTINOPTERYGII,PERCIFORMES,CLINIDAE,Clinus,,1,1,0,15
Phoxinellus dalmaticus,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Phoxinellus,,0,1,0,15
Champsochromis spilorhynchus,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Champsochromis,,0,1,0,15
Parauchenoglanis longiceps,EN,ACTINOPTERYGII,SILURIFORMES,CLAROTEIDAE,Parauchenoglanis,,0,1,0,15
Ancistrus cryptophthalmus,EN,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Ancistrus,,0,1,0,15
Chondrostoma beysehirense,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Chondrostoma,,0,1,0,15
Micralestes comoensis,EN,ACTINOPTERYGII,CHARACIFORMES,ALESTIDAE,Micralestes,,0,1,0,15
Salmo lourosensis,EN,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,,0,1,0,15
Knodus dorsomaculatus,EN,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Knodus,,0,1,0,15
Betta hipposideros,EN,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Betta,,0,1,0,15
Atherinella lisa,EN,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Atherinella,,0,1,0,15
Nandopsis ramsdeni,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Nandopsis,,0,1,0,15
Pseudomugil mellis,EN,ACTINOPTERYGII,ATHERINIFORMES,PSEUDOMUGILIDAE,Pseudomugil,,0,1,0,15
Amatitlania myrnae,EN,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Amatitlania,,0,1,0,15
Alburnoides prespensis,EN,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnoides,,0,1,0,15
Devario auropurpureus,EN,ACTINOPTERYGII,CYPRINIFORMES,DANIONIDAE,Devario,,0,1,0,15
Cercocebus sanjei,EN,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,,0,0,1,16
Dendrolagus goodfellowi,EN,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,0,0,1,16
Pteropus livingstonii,EN,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,,0,0,1,16
Rheomys mexicanus,EN,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,,0,1,1,16
Alouatta ululata,EN,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,,0,0,1,16
Cryptotis oreoryctes,EN,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Cryptotis,,0,0,1,16
Naultinus rudis,EN,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Naultinus,,0,0,1,16
Ficimia hardyi,EN,REPTILIA,SQUAMATA,COLUBRIDAE,Ficimia,,0,0,1,16
Lygodactylus ornatus,EN,REPTILIA,SQUAMATA,GEKKONIDAE,Lygodactylus,,0,0,1,16
Rhabdophis ceylonensis,EN,REPTILIA,SQUAMATA,NATRICIDAE,Rhabdophis,,0,1,1,16
Naultinus manukanus,EN,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Naultinus,,0,0,1,16
Sphaerodactylus phyzacinus,EN,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus,,0,0,1,16
Nessia monodactyla,EN,REPTILIA,SQUAMATA,SCINCIDAE,Nessia,,0,0,1,16
Goniurosaurus orientalis,EN,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,,0,0,1,16
Aprasia litorea,EN,REPTILIA,SQUAMATA,PYGOPODIDAE,Aprasia,,0,0,1,16
Teratoscincus rustamowi,EN,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Teratoscincus,,0,0,1,16
Eleutherodactylus cubanus,EN,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,0,1,16
Nectophrynoides minutus,EN,AMPHIBIA,ANURA,BUFONIDAE,Nectophrynoides,,0,0,1,16
Eleutherodactylus fuscus,EN,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,0,1,16
Nymphargus pluvialis,EN,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,,0,1,1,16
Leptodactylus peritoaktites,EN,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,,0,1,1,16
Telmatobius ignavus,EN,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,0,1,1,16
Boophis burgeri,EN,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,,0,1,1,16
Silverstoneia punctiventris,EN,AMPHIBIA,ANURA,DENDROBATIDAE,Silverstoneia,,0,1,1,16
Gyrinophilus gulolineatus,EN,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,,0,1,0,16
Oedipina nica,EN,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,,0,0,1,16
Nototriton lignicola,EN,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Nototriton,,0,0,1,16
Rhamnus persicifolia,EN,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Rhamnus,,0,0,1,16
Impatiens rudicaulis,EN,MAGNOLIOPSIDA,ERICALES,BALSAMINACEAE,Impatiens,,0,1,1,16
Anthospermum palustre,EN,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Anthospermum,,0,1,0,16
Sorocephalus alopecurus,EN,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Sorocephalus,,0,0,1,16
Crataegus ulotricha,EN,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Crataegus,,0,0,1,16
Cyrtandra thibaultii,EN,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,Cyrtandra,,0,0,1,16
Ascarina marquesensis,EN,MAGNOLIOPSIDA,CHLORANTHALES,CHLORANTHACEAE,Ascarina,,0,0,1,16
Glochidion grantii,EN,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Glochidion,,0,0,1,16
Pipturus schaeferi,EN,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Pipturus,,0,0,1,16
Myosotis daralaghezica,EN,MAGNOLIOPSIDA,BORAGINALES,BORAGINACEAE,Myosotis,,0,0,1,16
Banksia trifontinalis,EN,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,,0,0,1,16
Persoonia cordifolia,EN,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Persoonia,,0,0,1,16
Persoonia hakeiformis,EN,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Persoonia,,0,0,1,16
